ЄДРПОУ;Скорочена назва;Повна назва;Дата створення;Доступ;Підключена до НПА
38043407;Управління Казначейства у Демидівському районі;Управління Державної казначейської служби України у Демидівському районі Рівненської області;19.11.2019;АСКОД ;Ні
38043480;Дубенське управління Казначейства;Дубенське управління Державної казначейської служби України Рівненської області;19.11.2019;АСКОД ;Ні
38043501;Управління Казначейства в Острозькому районі;Управління Державної казначейської служби України в Острозькому районі Рівненської області;19.11.2019;АСКОД ;Ні
38045231;Управління Казначейства в Олешківському районі;Управління Державної казначейської служби України в Олешківському  районі Херсонської області;19.11.2019;АСКОД ;Ні
38045529;Управління Казначейства у м. Хмельницькому;Управління Державної казначейської служби України у м. Хмельницькому Хмельницької області;19.11.2019;АСКОД ;Ні
38045535;Управління Казначейства у Хмельницькому районі;Управління Державної казначейської служби України у Хмельницькому районі Хмельницької області;19.11.2019;АСКОД ;Ні
38046020;Управління Казначейства у Ріпкинському районі;Управління Державної казначейської служби України у Ріпкинському районі Чернігівської області;19.11.2019;АСКОД ;Ні
38046099;Управління Казначейства у Варвинському районі;Управління Державної казначейської служби України у Варвинському районі Чернігівської області;19.11.2019;АСКОД ;Ні
38046523;Управління Казначейства у Магдалинівському районі;Управління Державної казначейської служби України у Магдалинівському районі Дніпропетровської області;19.11.2019;АСКОД ;Ні
38047024;Управління Казначейства у Великоновосілківському районі;Управління Державної казначейської служби України у Великоновосілківському районі Донецької області;19.11.2019;АСКОД ;Ні
38048557;Канівське управління Казначейства;Канівське управління Державної казначейської служби України Черкаської області;19.11.2019;АСКОД ;Ні
38049215;Управління Казначейства у Новгород-Сіверському районі;Управління Державної казначейської служби України у Новгород-Сіверському районі Чернігівської області;19.11.2019;АСКОД ;Ні
38050812;Управління Казначейства у Солом'янському районі;Управління Державної казначейської служби України у Солом'янському районі м. Києва;19.11.2019;АСКОД ;Ні
38051690;Управління Казначейства у Тростянецькому районі;Управління Державної казначейської служби України у Тростянецькому районі Вінницької області;19.11.2019;АСКОД ;Ні
38051994;Управління Казначейства у Ківерцівському районі;Управління Державної казначейської служби України у Ківерцівському районі Волинської області;19.11.2019;АСКОД ;Ні
38052097;Управління Казначейства у Криничанському районі;Управління Державної казначейської служби України у Криничанському районі Дніпропетровської області;19.11.2019;АСКОД ;Ні
38053504;Управління Казначейства у м. Новій Каховці;Управління Державної казначейської служби України у м.Новій Каховці Херсонської області;19.11.2019;АСКОД ;Ні
38053640;Управління Казначейства у Кіцманському районі;Управління Державної казначейської служби України у Кіцманському районі Чернівецької області;19.11.2019;АСКОД ;Ні
38053750;Управління Казначейства у Коропському районі;Управління Державної казначейської служби України у Коропському районі Чернігівської області;19.11.2019;АСКОД ;Ні
38053813;Управління Казначейства у Чернігівському районі;Управління Державної казначейської служби України у Чернігівському районі Чернігівської області;19.11.2019;АСКОД ;Ні
38054398;Управління Казначейства у м. Чернігові;Управління Державної казначейської служби України у м. Чернігові Чернігівської області;19.11.2019;АСКОД ;Ні
38054707;Управління Казначейства у м. Вінниці;Управління Державної казначейської служби України у м. Вінниці Вінницької області;19.11.2019;АСКОД ;Ні
38054712;Управління Казначейства у Вінницькому районі;Управління Державної казначейської служби України у Вінницькому районі Вінницької області;19.11.2019;АСКОД ;Ні
38055454;Управління Казначейства в Оратівському районі;Управління Державної казначейської служби України в Оратівському районі Вінницької області;19.11.2019;АСКОД ;Ні
38058806;Управління Казначейства у Машівському районі;Управління Державної казначейської служби України у Машівському районі Полтавської області;19.11.2019;АСКОД ;Ні
04382553;Виконком Новосанжарської селищної ради;Виконавчий комітет Новосанжарської селищної ради;18.11.2019;Веб-доступ;Ні
05420221;Ясинуватська районна державна адміністрація;Ясинуватська районна державна адміністрація;18.11.2019;Веб-доступ;Ні
05420385;Мар'їнська  райдержадміністрація;Мар'їнська районна державна адміністрація Донецької області;18.11.2019;Веб-доступ;Ні
20001510;УСБУ в Житомирській області;Управління Служби безпеки України в Житомирській області;18.11.2019;Веб-доступ;Ні
246360450;ЦНАП міста Чорткова;Центр надання адміністративних послуг міста Чорткова;18.11.2019;ПК ЦНАП (Вулик);Ні
34177193;Іркліївська сільська рада;Іркліївська сільська рада;18.11.2019;Веб-доступ;Ні
40134189;ВЦА м.Мар'їнка та с.Побєда Мар.р, Дон.обл.;Військово-цивільна адміністрація міста Мар'їнка та села Побєда Мар'їнського району Донецької області;18.11.2019;Веб-доступ;Ні
40609335;ВЦА Комінтернове, Водяне та Заїченко;Військово-цивільна адміністрація сіл Комінтернове, Водяне та Заїченко Волновааського району Донецької області;18.11.2019;Веб-доступ;Ні
00419680;ВСП ТЕФК БНАУ;"Відокремлений структурний підрозділ ""Технолого-економічний фаховий коледж Білоцерківського національного аграрного університету""";15.11.2019;Веб-доступ;Ні
00493712;БНАУ;Білоцерківський національний аграрний університет;15.11.2019;Веб-доступ;Ні
02125094;ДДПУ ім. М. Коцюбинського;Вінницький державний педагогічний університет імені Михайла Коцюбинського;14.11.2019;Веб-доступ;Ні
02126107;"КЗВО ""ЛПК"" ВОР";"Комунальний заклад вищої освіти ""Луцький педагогіний коледж"" Волинської обласної ради";14.11.2019;Веб-доступ;Ні
08680906;"ДП""Підприємство ДКВС України (№ 100)""";"ДП""Підприємство ДКВС України (№ 100)""";14.11.2019;Веб-доступ;Ні
21368945;Черкаський обласний центр соціальних служб;Черкаський обласний центр соціальних служб;14.11.2019;Веб-доступ;Ні
25513309;ССД ВОДА;Служба у справах дітей Вінницької обласної державної адміністрації;14.11.2019;Веб-доступ;Ні
26114988;Управління справами;Управління справами Олександрійської міської ради;14.11.2019;Веб-доступ;Ні
42902258;Служба судової охорони;Служба судової охорони;14.11.2019;Веб-доступ;Ні
04057557;Чутівська РДА;Чутівська районна державна адміністрація;13.11.2019;Веб-доступ;Ні
043703140;ЦНАП Славської селищної ради;Центр надання адміністративних послуг Славської селищної ради;13.11.2019;ПК ЦНАП (Вулик);Ні
043948460;ЦНАП Байковецької сільської ради;Відділ Центр надання адміністративних послуг Байковецької сільської ради;13.11.2019;ПК ЦНАП (Вулик);Ні
043958860;ЦНАП Відділ Борсуківської сільської ради;"Відділ ""Центр надання послуг Борсуківської сільської ради""";13.11.2019;ПК ЦНАП (Вулик);Ні
20588716;"ПрАТ ""Укргідроенерго""";"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРГІДРОЕНЕРГО""";13.11.2019;"e-Docs.Platform (ТОВ ""Е-ДОКС"")";Ні
21560766;"ПАТ ""УКРТЕЛЕКОМ""";"Публічне акціонерне товариство ""УКРТЕЛЕКОМ""";13.11.2019;Megapolis.DocNet;Ні
33966850;Управління культури і туризму Донецької облдержадміністрації;Управління культури і туризму Донецької обласної державної адміністрації;13.11.2019;ДОК ПРОФ;Ні
406891060;Відділ ЦНАП Виконкому Калитянської селищної ради;"Відділ ""Центр надання адміністративних послуг"" Виконавчого комітету Калитянської селищної ради";13.11.2019;ПК ЦНАП (Вулик);Ні
02070987;ЛНУ імені Івана Франка;Львівський національний університет імені Івана Франка;12.11.2019;Веб-доступ;Ні
02125444;МНУ імені В. О. Сухомлинського;Миколаївський національний університет імені В. О. Сухомлинського;12.11.2019;Веб-доступ;Ні
03494586;Держархів області;Державний архів Донецької області;12.11.2019;ДОК ПРОФ;Ні
040528670;ЦНАП Часовоярської міської ради;Центр надання адміністративних послуг Часовоярської міської ради;12.11.2019;ПК ЦНАП (Вулик);Ні
040615760;Відділ ЦНАП Шполянської міської ради ОТГ;"Відділ ""Центр надання адміністративних послуг"" Шполянської міської ради об'єднаної територіальної громади";12.11.2019;ПК ЦНАП (Вулик);Ні
043434700;ЦНАП Олевської міської ради;Центр надання адміністративних послуг Олевської міської ради;12.11.2019;ПК ЦНАП (Вулик);Ні
043472260;ЦНАП Попільнянської селищної ради;"Відділ "" Центр надання адміністративних послуг"" Попільнянської селищної ради";12.11.2019;ПК ЦНАП (Вулик);Ні
043626800;ЦНАП Обухівської міської ради;Центр надання адміністративних послуг виконавчого комітету Обухівської міської ради;12.11.2019;ПК ЦНАП (Вулик);Ні
043649050;ЦНАП Соколівської сільської ради;"Відділ ""Центр надання адміністративних послуг"" Соколівської сільської ради";12.11.2019;ПК ЦНАП (Вулик);Ні
044175180;ЦНАП Мамаївської сільської ради ОТГ;Центр надання адміністративних послуг Мамаївської сільської ради об'єднаної територіальної громади;12.11.2019;ПК ЦНАП (Вулик);Ні
045273360;ЦНАП ВК Южненської міської ради;"Відділ ""Центр надання адміністративних послуг"" виконавчого комітету Южненської міської ради";12.11.2019;ПК ЦНАП (Вулик);Ні
07985602;"ДП ""ЛБТЗ""";"Державне підприємство ""Львівський бронетанковий завод""";12.11.2019;Веб-доступ;Ні
22934387;"КІСіТ ДВНЗ ""КНЕУ ім. В.Гетьмана""";"Коледж інформаційних систем і технологій державного вищого навчального закладу ""Київський національний економічний унівеситет імені Вадима Гетьмана""";12.11.2019;Веб-доступ;Ні
264330500;ЦНАП Каховської міської ради;Центр надання адміністративних послуг Каховської міської ради;12.11.2019;ПК ЦНАП (Вулик);Ні
409683640;ЦНАП м.Мерефа;Центр надання адміністративних послуг Виконавчого комітету Мереф’янської міської ради;12.11.2019;ПК ЦНАП (Вулик);Ні
413252260;ЦНАП м. Ромни;Центр надання адміністративних послуг міста Ромни;12.11.2019;ПК ЦНАП (Вулик);Ні
00493764;ХНАУ ім. В.В.Докучаєва;Харківський національний аграрний університет ім. В.В.Докучаєва;11.11.2019;Веб-доступ;Ні
02070944;Київський національний університет імені Тараса Шевченка;Київський національний університет імені Тараса Шевченка;11.11.2019;Веб-доступ;Ні
02125102;ВНУ імені Лесі Українки;ВОЛИНСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ЛЕСІ УКРАЇНКИ;11.11.2019;Веб-доступ;Ні
04718013;СНАУ;Сумський національний аграрний університет;11.11.2019;Веб-доступ;Ні
05408289;СумДУ;Сумський Державний Університет;11.11.2019;Веб-доступ;Ні
05419867;Великоновосілківська райдержадміністрація;Великоновосілківська районна державна адміністрація Донецької області;11.11.2019;ДОК ПРОФ;Ні
05420505;Мангушська райдержадміністрація;Мангушська районна державна адміністрація;11.11.2019;ДОК ПРОФ;Ні
08682387;ЛДУВС ім. Е.О. Дідоренка;Луганскький державний університет внутрішніх справ імені Е.О. Дідоренка;11.11.2019;Веб-доступ;Ні
14317002;"ДЕРЖАВНА УСТАНОВА""ПЕРВОМАЙСЬКА ВИПРАВНА КОЛОНІЯ (№117)""";"ДЕРЖАВНА УСТАНОВА""ПЕРВОМАЙСЬКА ВИПРАВНА КОЛОНІЯ (№117)""";11.11.2019;Веб-доступ;Ні
23925539;"ВСП ""КЕПФК КНТЕУ""";"Відокремлений структурний підрозділ ""Коломийський економіко-правовий фаховий коледж Київського національного торговельно-економічного університету""";11.11.2019;Веб-доступ;Ні
30366752;"ПВНЗ ""УГІ""";"Приватний вищий навчальній заклад ""Український гуманітарний інститут""";11.11.2019;Веб-доступ;Ні
33838679;Департамент ЖКГ ДОНОДА;Департамент житлово-комунального господарства Донецької обласної державної адміністрації;11.11.2019;ДОК ПРОФ;Ні
34492238;"ВП НУБіП України ""Ніжинський агротехнічний інститут""";"Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Ніжинський агротехнічний інститут""";11.11.2019;Веб-доступ;Ні
36246368;МДУ;МУКАЧІВСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ;11.11.2019;Веб-доступ;Ні
38802449;Департамент екології, природних ресурсів та паливно-енергетичного комплексу Кіровоградської ОДА;Департамент екології, природних ресурсів та паливно-енергетичного комплексу Кіровоградської обласної державної адміністрації;11.11.2019;ДОК ПРОФ;Ні
38802700;Департамент освіти і науки Кіровоградської ОДА;Департамент освіти і науки Кіровоградської обласної державної адміністрації;11.11.2019;ДОК ПРОФ;Ні
04057362;Карлівська райдержадміністрація;Карлівська районна державна адміністрація Полтавської області;08.11.2019;Веб-доступ;Ні
04060795;Виконком Канівської міської ради;Виконавчий комітет Канівської міської ради Черкаської області;08.11.2019;Веб-доступ;Ні
04061180;Звенигородська РДА;Звенигородська районна державна адміністрація Черкаської області;08.11.2019;Веб-доступ;Ні
04405064;Улашанівська сільська рада;Улашанівська сільська рада;08.11.2019;Веб-доступ;Ні
04526970;Виконком Гуляйпільської міської ради;Виконавчий комітет Гуляйпільської міської ради;08.11.2019;Веб-доступ;Ні
05438103;ВИКОНКОМ ЛЕБЕДІВСЬКОЇ СІЛЬСЬКОЇ РАДИ;ВИКОНАВЧИЙ КОМІТЕТ ЛЕБЕДІВСЬКОЇ СІЛЬСЬКОЇ РАДИ Кам'янського району Черкаської області;08.11.2019;СЕВ СЕД;Ні
08564386;"ДЕРЖАВНА УСТАНОВА ""ГОРОДИЩЕНСЬКА ВИПРАВНА КОЛОНІЯ (№96)""";"ДЕРЖАВНА УСТАНОВА ""ГОРОДИЩЕНСЬКА ВИПРАВНА КОЛОНІЯ (№96)""";08.11.2019;Веб-доступ;Ні
21961790;Покровська райдержадміністрація Донецької області;Покровська районна державна адміністрація Донецької області;08.11.2019;Веб-доступ;Ні
40429588;ДЕПАРТАМЕНТ ІНФОРМАЦІЙНИХ ТЕХНОЛОГІЙ ДМР; ДЕПАРТАМЕНТ ІНФОРМАЦІЙНИХ ТЕХНОЛОГІЙ ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ;08.11.2019;Веб-доступ;Ні
41054026;ВКРСР;ВИКОНАВЧИЙ КОМІТЕТ РОГАНСЬКОЇ СЕЛИЩНОЇ РАДИ;08.11.2019;СЕВ СЕД;Ні
04053631;Хорошівська РДА Житомирської області;Хорошівська районна державна адміністрація Житомирської області;07.11.2019;Веб-доступ;Ні
04061317;Черкаська райдержадміністрація;Черкаська районна державна адміністрація Черкаської області;07.11.2019;Веб-доступ;Ні
04635922;"Університет ""Крок""";"Вищий навчальний заклад ""Університет економіки та права ""Крок""";07.11.2019;Веб-доступ;Ні
05540712;ПДАФКіС;ПРИДНІПРОВСЬКА ДЕРЖАВНА АКАДЕМІЯ ФІЗИЧНОЇ КУЛЬТУРИ І СПОРТУ;07.11.2019;Веб-доступ;Ні
22883141;КМР;Київська міська рада;07.11.2019;АСКОД ;Так
37533381;"ДП ""Інфоресурс""";"Державне підриємство ""Інфоресурс""";07.11.2019;Веб-доступ;Ні
39214962;ВП НУБіП України НАТК;"Віодокремлений підрозділ Національного університету біоресурсів і природокористування  України ""Ніжинський агротехнічний коледж""";07.11.2019;Веб-доступ;Ні
34963949;ГЦЦК;ДП Галузевий центр цифровізації та кібербезпеки;05.11.2019;Megapolis.DocNet;Ні
00034051;Офіс Генерального прокурора;Офіс Генерального прокурора;04.11.2019;Megapolis.DocNet;Ні
00493681;Поліський університет;Поліський національний університет;01.11.2019;Веб-доступ;Ні
04383535;Виконавчий комітет Бутенківської сільської ради ;Виконавчий комітет Бутенківської сільської ради ;01.11.2019;Веб-доступ;Ні
04409358;ВК Єрківської селищної ради;Виконавчий комітет Єрківської селищної ради;01.11.2019;Веб-доступ;Ні
40272865;Виконком П-Багачанської с/р;Виконавчий комітет Покровськобагачанської сільської ради Хорольського району Полтавської області;01.11.2019;Веб-доступ;Ні
02736372;ДНТБ України;Державна науково-технічна бібліотека України;31.10.2019;Веб-доступ;Ні
04056894;Тарутинська районна державна адміністрація Одеської області;Тарутинська районна державна адміністрація Одеської області;31.10.2019;СЕВ СЕД;Ні
04330021;ЯКУШИНЕЦЬКА С/Р;ЯКУШИНЕЦЬКА СІЛЬСЬКА РАДА;31.10.2019;СЕВ СЕД;Ні
05431213;Управління праці та соціального захисту населення виконавчого комітету Яремчанської міської ради Івано-Фрвнківської області;Управління праці та соціального захисту населення виконавчого комітету Яремчанської міської ради Івано-Фрвнківської області;31.10.2019;Веб-доступ;Ні
20509645;Чернігівська селищна рада Чернігівського району Запорізької області;Чернігівська селищна рада Чернігівського району Запорізької області;31.10.2019;Веб-доступ;Ні
37607526;ГУДКСУ в Одеській області;Головне управління Державної казначейської служби України в Одеській області;31.10.2019;АСКОД ;Ні
37836095;ГУДКСУ у Чернівецькій області;Головне управління Державної казначейської служби України у Чернівецькій області;31.10.2019;АСКОД ;Ні
37874947;ГУДКСУ у Харківській області;Головне управління Державної казначейської служби України у Харківській області;31.10.2019;АСКОД ;Ні
37918230;ГУДКСУ у Кіровоградській області ;Головне управління Державної казначейської служби України у Кіровоградській області;31.10.2019;АСКОД ;Ні
37930566;ГУДКСУ у Черкаській області;Головне управління Державної казначейської служби України у Черкаській області;31.10.2019;АСКОД ;Ні
37941997;ГУДКСУ у Запорізькій області;Головне управління Державної казначейської служби України у Запорізькій області;31.10.2019;АСКОД ;Ні
37951998;ГУДКСУ в Івано-Франківській;Головне управління Державної казначейської служби України в Івано-Франківській області;31.10.2019;АСКОД ;Ні
37955989;ГУДКСУ у Київській області ;Головне управління Державної казначейської служби України у Київській області;31.10.2019;АСКОД ;Ні
37959255;ГУДКСУ у Полтавській області;Головне управління Державної казначейської служби України у Полтавській області;31.10.2019;АСКОД ;Ні
37959517;ГУДКСУ у Херсонській області;Головне управління Державної казначейської служби України у Херсонській області;31.10.2019;АСКОД ;Ні
37967785;ГУДКСУ у Донецькій області;Головне управління Державної казначейської служби України у Донецькій області;31.10.2019;АСКОД ;Ні
37970404;ГУДКСУ у Сумській області;Головне управління Державної казначейської служби України у Сумській області;31.10.2019;АСКОД ;Ні
37971775;ГУДКСУ у Хмельницькій області;Головне управління Державної казначейської служби України у Хмельницькій області;31.10.2019;АСКОД ;Ні
37972475;ГУДКСУ у Чернігівській області;Головне управління Державної казначейської служби України у Чернігівській області;31.10.2019;АСКОД ;Ні
37975895;ГУДКСУ у Закарпатській област;Головне управління Державної казначейської служби України у Закарпатській області ;31.10.2019;АСКОД ;Ні
37976485;ГУДКСУ у Житомирській області;Головне управління Державної казначейської служби України у Житомирській області;31.10.2019;АСКОД ;Ні
37977599;ГУДКСУ у Тернопільській області;Головне управління Державної казначейської служби України у Тернопільській області;31.10.2019;АСКОД ;Ні
37979858;ГУДКСУ у Вінницькій області;Головне управління Державної казначейської служби України у Вінницькій області ;31.10.2019;АСКОД ;Ні
37988155;ГУДКСУ у Дніпропетровській області;Головне управління Державної казначейської служби України у Дніпропетровській області;31.10.2019;АСКОД ;Ні
37991110;ГУДКСУ у Луганській області;Головне управління Державної казначейської служби України у Луганській області ;31.10.2019;АСКОД ;Ні
37992030;ГУДКСУ у Миколаївській області;Головне управління Державної казначейської служби України у Миколаївській області;31.10.2019;АСКОД ;Ні
37993783;ГУДКСУ у м. Києві;Головне управління Державної казначейської служби України у м. Києві;31.10.2019;АСКОД ;Ні
38008294;ГУДКСУ у Львівській області;Головне управління Державної казначейської служби України у Львівській області;31.10.2019;АСКОД ;Ні
38009371;ГУДКСУ у Волинській області;Головне управління Державної казначейської служби України у Волинській області;31.10.2019;АСКОД ;Ні
38012494;ГУДКСУ у Рівненській області;Головне управління Державної казначейської служби України у Рівненській області;31.10.2019;АСКОД ;Ні
40689106;Виконавчий комітет Калитянської селищної ради;Виконавчий комітет Калитянської селищної ради;31.10.2019;СЕВ СЕД;Ні
41330257;ДУІТ;Державний університет інфраструктури та технологій;31.10.2019;Веб-доступ;Ні
05419985;Нікольська райдержадміністрація;Нікольська районна державна адміністрація Донецької області;30.10.2019;ДОК ПРОФ;Ні
00493706;НУБіП України;Національний університет біоресурсів і природокористування України;29.10.2019;Веб-доступ;Ні
02070967;ТНУ імені В.І.Вернадського;Таврійський національний університет імені В.І.Вернадського;29.10.2019;Веб-доступ;Ні
02071079;ОНЕУ;Одеський національний економічний університет;29.10.2019;Веб-доступ;Ні
04336228;Червонопопівська сільська рада;Червонопопівська сільська рада Кремінського району Луганської області;29.10.2019;Веб-доступ;Ні
04410723;Виконком Михайлівської сільської ради ОТГ;Виконавчий комітет Михайлівської сільської ради ОТГ Кам'янського району Черкаської області;29.10.2019;Веб-доступ;Ні
33295386;Відокремлений структурний підрозділ «Ірпінський фаховий коледж Національного університету біоресурсів і природокористування України»;Відокремлений структурний підрозділ «Ірпінський фаховий коледж Національного університету біоресурсів і природокористування України»;29.10.2019;Веб-доступ;Ні
34187201;УЦОЯО;Український центр оцінювання якості освіти;29.10.2019;Веб-доступ;Ні
01566057;ДонНУЕТ;Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського;28.10.2019;Веб-доступ;Ні
02011506;"КЗ ""ООБМФК""";"Комунальний заклад ""Одеський обласний базовий медичний фаховий коледж""";28.10.2019;Веб-доступ;Ні
02070714;СНУ ім.В.Даля;Східноукраїнський національний університет імені Володимира Даля;28.10.2019;Веб-доступ;Ні
02136554;Університет Грінченка;Київський університет імені Бориса Грінченка;28.10.2019;Веб-доступ;Ні
02357752;СТЕТІ;Самбірський технікум економіки та інформатки;28.10.2019;Веб-доступ;Ні
04525550;Заводська селищна рада ;Заводська селищна рада Чортківського району Тернопільської області ;28.10.2019;Веб-доступ;Ні
25574630;ДНДЕКЦ МВС України;Державний науково-дослідний експертно-криміналістичний центр МВС України;28.10.2019;Megapolis.DocNet;Ні
38855349;ДУТ;Державне підприємство Державний університет телекомунікацій;28.10.2019;Веб-доступ;Ні
00993449;"ДП ""Чигиринський лісгосп""";"Державне підприємство ""Чигиринське лісове господарство""";24.10.2019;Веб-доступ;Ні
04363225;Фурсівська сільська рада;Фурсівська сільська рада;24.10.2019;СЕВ СЕД;Ні
22547555;Піщанська сільська рада;Піщанська сільська рада;24.10.2019;СЕВ СЕД;Ні
41760289;ДБР;Державне бюро розслідувань;23.10.2019;Megapolis.DocNet;Ні
42644465;Південне ТУ АРМА;Південне міжрегіональне територіальне управління АРМА;23.10.2019;Megapolis.DocNet;Ні
20001786;Управління Служби безпеки України в Чернівецькій області;Управління Служби безпеки України в Чернівецькій області;22.10.2019;Веб-доступ;Ні
23778446;Добропільська райдержадміністрація ;Добропільська районна державна адміністрація Донецької області ;22.10.2019;Веб-доступ;Так
42637133;Західне МТУ АРМА;Західне ТУ АРМА;22.10.2019;Megapolis.DocNet;Ні
04062205;Хотинська міська рада;Хотинська міська рада;21.10.2019;СЕВ СЕД;Ні
04359991;Томашівська сільська рада;Томашівська сільська рада Фастівського району Київської області;21.10.2019;Веб-доступ;Ні
043725370;ЦНАП Заболотцівської сільської ради;"Відділ ""Центр надання адміністративних послуг Заболотцівської сільської ради""";21.10.2019;ПК ЦНАП (Вулик);Ні
05420741;Олександрівська районна державна адміністрація;Олександрівська районна державна адміністрація;21.10.2019;Веб-доступ;Ні
20001711;УСБУ в Харківській області;Управління служби безпеки України в Харківській області;21.10.2019;Веб-доступ;Ні
21757011;Кремінська міськрада;Кремінська міська рада;21.10.2019;Веб-доступ;Ні
25917627;ДСЗН ДОНОДА;Департамент соціального захисту населення Донецької обласної державної адміністрації;21.10.2019;ДОК ПРОФ;Ні
41830654;Виконком Сенчанської сільської ради ;Виконавчий комітет Сенчанської сільської ради ;21.10.2019;Веб-доступ;Ні
42615235;"ДП ""Моррічсервіс""";"Державне підприємство ""Сервісний центр морського та річкового транспорту""";21.10.2019;Веб-доступ;Ні
040619900;ЦНАП Бобровицької міської ради;Відділ Центр надання адміністративних послуг Бобровицької міської ради;17.10.2019;ПК ЦНАП (Вулик);Ні
04054872;Богуславська РДА;Богуславська районна державна адміністрація;16.10.2019;СЕВ СЕД;Ні
04336205;Новокраснянська сільска рада;Новокраснянська сільська рада Кремінського району Луганскької області;16.10.2019;СЕВ СЕД;Ні
04337593;Шульгинська сільська рада Старобільського району Луганської області;Шульгинська сільська рада Старобільського району Луганської області;16.10.2019;Веб-доступ;Ні
04354019;Воскресенська сільська рада;Воскресенська сільська рада Пологівського району Запорізької області;16.10.2019;СЕВ СЕД;Ні
04398749;П-Іванівська с/р;Петро-Іванівська сільська рада Дворічанського району Харківської області;16.10.2019;Веб-доступ;Ні
04417079;Волоківська сільська рада ОТГ;Волоківська сільська рада об'єднана територіальна громада, Глибоцького району, Чернівецької області;16.10.2019;СЕВ СЕД;Ні
22547199;Кам'янопотоківська сільска рада;Кам'янопотоківська сільска рада;16.10.2019;СЕВ СЕД;Ні
04382056;Виконавчий комітет Глобинської міської ради;Виконавчий комітет Глобинської міської ради;11.10.2019;Веб-доступ;Ні
04051336;Любомльська міська рада;Любомльська міська рада;10.10.2019;СЕВ СЕД;Ні
04359258;Застугнянська с/р;Застугнянська сільська рада Васильківського району Київської області;10.10.2019;СЕВ СЕД;Ні
04388774;Анастасівська сільська рада;Анастасівська сільська рада Роменського району Сумської області;10.10.2019;Веб-доступ;Ні
04388797;Артюхівська сільська рада;Артюхівська сільська рада Роменського району Сумської області;10.10.2019;Веб-доступ;Ні
04398761;Рідкодубівська сільська рада;Рідкодубівська сільська рада;10.10.2019;Веб-доступ;Ні
25173664;Об'єкт №1 ;Об'єкт №1 Кабінету Міністрів України;10.10.2019;Веб-доступ;Ні
25925236;Департамент соціальної політики ОДА;Департамент соціальної політики Івано-Франківської обласної державної адміністрації;09.10.2019;Веб-доступ;Ні
03767831;"Управління ""Укрспортзабезпечення""";"Державна установа ""Управління збірних команд та забезпечення спортивних заходів ""Укрспортзабезпечення""";08.10.2019;Megapolis.DocNet;Ні
04381335;Виконком Засульської сільської ради;Виконавчий комітет Засульської сільської ради;08.10.2019;СЕВ СЕД;Ні
41066102;Виконавчий комітет Сергіївської сільської ради;Виконавчий комітет Сергіївської сільської ради;08.10.2019;Веб-доступ;Ні
00993395;"ДП ""Корсунь-Щевченківський лісгосп""";"Державне підприємство ""Корсунь-Щевченківське лісове господарство""";07.10.2019;Веб-доступ;Ні
04052790;Виконавчий комітет Костянтинівської міської ради;Виконавчий комітет Костянтинівської міської ради;07.10.2019;Веб-доступ;Ні
04054990;Узинська міська рада;Узинська міська рада;07.10.2019;Веб-доступ;Ні
04341074;Званівська сільська рада;Званівська сільська рада Бахмутського району Донецької області;07.10.2019;Веб-доступ;Ні
04397000;Малинівська селищна рада Чугуївського району Харківської області;Малинівська селищна рада Чугуївського району Харківської області;07.10.2019;Веб-доступ;Ні
